family,trial_index,ker_gamma_dim_numeric,rank_H_numeric,kernel_saturation_numeric,channel0_identity_max_abs,channel1_identity_max_abs,channel2_identity_max_abs,H_kernel_residual_max_abs
alphatensor_gamma,109,14,14,True,1.3600232051658168e-15,1.3322676295501878e-15,1.1657341758564144e-15,1.8318679906315083e-15
alphatensor_gamma,110,14,14,True,1.3322676295501878e-15,1.5265566588595902e-15,1.3322676295501878e-15,2.8033131371785203e-15
alphatensor_gamma,111,14,14,True,1.6653345369377348e-15,1.27675647831893e-15,2.1094237467877974e-15,3.3306690738754696e-15
alphatensor_gamma,112,14,14,True,1.887379141862766e-15,1.9984014443252818e-15,1.4432899320127035e-15,2.220446049250313e-15
alphatensor_gamma,113,14,14,True,1.124100812432971e-15,1.2281842209915794e-15,1.4432899320127035e-15,2.3314683517128287e-15
alphatensor_gamma,114,14,14,True,1.3322676295501878e-15,1.3322676295501878e-15,1.1102230246251565e-15,3.1086244689504383e-15
alphatensor_gamma,115,14,14,True,1.4432899320127035e-15,1.4432899320127035e-15,1.5543122344752192e-15,2.1094237467877974e-15
alphatensor_gamma,116,14,14,True,1.5543122344752192e-15,1.5543122344752192e-15,1.4432899320127035e-15,2.220446049250313e-15
alphatensor_gamma,117,14,14,True,9.992007221626409e-16,1.5543122344752192e-15,1.3322676295501878e-15,2.1094237467877974e-15
alphatensor_gamma,118,14,14,True,9.992007221626409e-16,1.2212453270876722e-15,1.3322676295501878e-15,1.7763568394002505e-15
alphatensor_gamma,119,14,14,True,9.992007221626409e-16,1.4988010832439613e-15,1.3322676295501878e-15,2.3314683517128287e-15
alphatensor_gamma,120,14,14,True,2.0539125955565396e-15,1.5543122344752192e-15,1.7763568394002505e-15,3.219646771412954e-15
alphatensor_gamma,121,14,14,True,2.7755575615628914e-15,1.5543122344752192e-15,1.1102230246251565e-15,2.7478019859472624e-15
alphatensor_gamma,122,14,14,True,1.7763568394002505e-15,2.0539125955565396e-15,1.1102230246251565e-15,2.831068712794149e-15
alphatensor_gamma,123,14,14,True,1.9984014443252818e-15,1.4432899320127035e-15,2.3869795029440866e-15,2.609024107869118e-15
alphatensor_gamma,124,14,14,True,1.3322676295501878e-15,1.5543122344752192e-15,1.3322676295501878e-15,2.4424906541753444e-15
alphatensor_gamma,125,14,14,True,1.2212453270876722e-15,1.5543122344752192e-15,1.7763568394002505e-15,3.552713678800501e-15
alphatensor_gamma,126,14,14,True,1.7763568394002505e-15,1.7763568394002505e-15,1.3322676295501878e-15,3.1086244689504383e-15
alphatensor_gamma,127,14,14,True,1.609823385706477e-15,9.020562075079397e-16,1.0547118733938987e-15,1.942890293094024e-15
alphatensor_gamma,128,14,14,True,1.7763568394002505e-15,1.7763568394002505e-15,1.4432899320127035e-15,2.4424906541753444e-15
alphatensor_gamma,129,14,14,True,1.1102230246251565e-15,1.5543122344752192e-15,1.8318679906315083e-15,2.6645352591003757e-15
alphatensor_gamma,130,14,14,True,1.3322676295501878e-15,1.3322676295501878e-15,1.3322676295501878e-15,1.9984014443252818e-15
alphatensor_gamma,131,14,14,True,1.7763568394002505e-15,1.3322676295501878e-15,1.7763568394002505e-15,3.1086244689504383e-15
alphatensor_gamma,132,14,14,True,1.9984014443252818e-15,1.3322676295501878e-15,1.3322676295501878e-15,2.6645352591003757e-15
alphatensor_gamma,133,14,14,True,1.3322676295501878e-15,1.4432899320127035e-15,1.3322676295501878e-15,2.3592239273284576e-15
alphatensor_gamma,134,14,14,True,1.5543122344752192e-15,1.7763568394002505e-15,1.609823385706477e-15,2.6645352591003757e-15
alphatensor_gamma,135,14,14,True,1.2212453270876722e-15,1.4432899320127035e-15,1.1102230246251565e-15,2.220446049250313e-15
alphatensor_gamma,136,14,14,True,1.5543122344752192e-15,1.887379141862766e-15,1.7763568394002505e-15,3.1086244689504383e-15
alphatensor_gamma,137,14,14,True,1.3322676295501878e-15,1.4432899320127035e-15,1.582067810090848e-15,2.886579864025407e-15
alphatensor_gamma,138,14,14,True,1.4432899320127035e-15,1.3322676295501878e-15,1.9984014443252818e-15,2.220446049250313e-15
alphatensor_gamma,139,14,14,True,1.5543122344752192e-15,1.3322676295501878e-15,1.4432899320127035e-15,2.6645352591003757e-15
alphatensor_gamma,140,14,14,True,2.4424906541753444e-15,1.7763568394002505e-15,1.1102230246251565e-15,4.440892098500626e-15
alphatensor_gamma,141,14,14,True,1.7763568394002505e-15,1.6653345369377348e-15,1.2212453270876722e-15,2.220446049250313e-15
alphatensor_gamma,142,14,14,True,1.5543122344752192e-15,1.5543122344752192e-15,1.1102230246251565e-15,2.6645352591003757e-15
alphatensor_gamma,143,14,14,True,1.3322676295501878e-15,1.3322676295501878e-15,1.7763568394002505e-15,2.4424906541753444e-15
alphatensor_gamma,144,14,14,True,1.5543122344752192e-15,2.0122792321330962e-15,1.2351231148954867e-15,2.5396351688300456e-15
alphatensor_gamma,145,14,14,True,1.3322676295501878e-15,1.6375789613221059e-15,1.27675647831893e-15,1.7763568394002505e-15
alphatensor_gamma,146,14,14,True,1.3322676295501878e-15,1.1102230246251565e-15,1.4988010832439613e-15,2.1094237467877974e-15
alphatensor_gamma,147,14,14,True,1.27675647831893e-15,1.4988010832439613e-15,1.6653345369377348e-15,1.7763568394002505e-15
alphatensor_gamma,148,14,14,True,1.3322676295501878e-15,1.8318679906315083e-15,2.220446049250313e-15,3.1086244689504383e-15
alphatensor_gamma,149,14,14,True,1.2212453270876722e-15,1.3322676295501878e-15,1.2281842209915794e-15,1.6653345369377348e-15
alphatensor_gamma,150,14,14,True,1.5543122344752192e-15,1.1102230246251565e-15,1.4988010832439613e-15,1.5543122344752192e-15
alphatensor_gamma,151,14,14,True,1.4432899320127035e-15,1.2212453270876722e-15,2.4424906541753444e-15,2.55351295663786e-15
alphatensor_gamma,152,14,14,True,1.3322676295501878e-15,1.4432899320127035e-15,2.4424906541753444e-15,2.6645352591003757e-15
alphatensor_gamma,153,14,14,True,1.9984014443252818e-15,2.4702462297909733e-15,9.992007221626409e-16,2.886579864025407e-15
alphatensor_gamma,154,14,14,True,1.27675647831893e-15,1.5543122344752192e-15,1.7763568394002505e-15,2.789435349370706e-15
alphatensor_gamma,155,14,14,True,2.1094237467877974e-15,1.1518563880486e-15,1.887379141862766e-15,2.4424906541753444e-15
alphatensor_gamma,156,14,14,True,1.5543122344752192e-15,1.5543122344752192e-15,1.3322676295501878e-15,2.6645352591003757e-15
alphatensor_gamma,157,14,14,True,1.4432899320127035e-15,1.9984014443252818e-15,1.5543122344752192e-15,3.1086244689504383e-15
alphatensor_gamma,158,14,14,True,1.1379786002407855e-15,2.3869795029440866e-15,1.1102230246251565e-15,3.219646771412954e-15
alphatensor_gamma,159,14,14,True,1.4432899320127035e-15,1.4432899320127035e-15,2.220446049250313e-15,2.4424906541753444e-15
alphatensor_gamma,160,14,14,True,1.5543122344752192e-15,1.1518563880486e-15,1.8318679906315083e-15,2.1094237467877974e-15
alphatensor_gamma,161,14,14,True,1.887379141862766e-15,1.4988010832439613e-15,1.4432899320127035e-15,2.7755575615628914e-15
alphatensor_gamma,162,14,14,True,1.2212453270876722e-15,1.887379141862766e-15,1.8318679906315083e-15,1.5543122344752192e-15
alphatensor_gamma,163,14,14,True,2.6645352591003757e-15,1.0824674490095276e-15,1.5543122344752192e-15,2.886579864025407e-15
alphatensor_gamma,164,14,14,True,1.6653345369377348e-15,1.609823385706477e-15,1.4432899320127035e-15,3.1086244689504383e-15
alphatensor_gamma,165,14,14,True,1.4988010832439613e-15,1.7763568394002505e-15,1.2212453270876722e-15,2.6645352591003757e-15
alphatensor_gamma,166,14,14,True,1.4432899320127035e-15,1.609823385706477e-15,1.6653345369377348e-15,1.9984014443252818e-15
alphatensor_gamma,167,14,14,True,1.5543122344752192e-15,1.3322676295501878e-15,1.9984014443252818e-15,2.6645352591003757e-15
alphatensor_gamma,168,14,14,True,1.5543122344752192e-15,1.304512053934559e-15,1.3322676295501878e-15,2.6645352591003757e-15
alphatensor_gamma,169,14,14,True,1.4432899320127035e-15,1.8596235662471372e-15,9.43689570931383e-16,2.220446049250313e-15
alphatensor_gamma,170,14,14,True,1.6653345369377348e-15,1.4988010832439613e-15,1.8318679906315083e-15,2.9976021664879227e-15
alphatensor_gamma,171,14,14,True,1.3322676295501878e-15,1.4432899320127035e-15,1.5543122344752192e-15,1.8318679906315083e-15
alphatensor_gamma,172,14,14,True,1.1102230246251565e-15,2.1094237467877974e-15,2.220446049250313e-15,2.6645352591003757e-15
alphatensor_gamma,173,14,14,True,1.1796119636642288e-15,1.609823385706477e-15,1.5543122344752192e-15,2.3314683517128287e-15
alphatensor_gamma,174,14,14,True,1.4432899320127035e-15,1.5543122344752192e-15,1.3322676295501878e-15,2.4424906541753444e-15
alphatensor_gamma,175,14,14,True,1.7763568394002505e-15,1.0408340855860843e-15,1.2212453270876722e-15,1.7763568394002505e-15
alphatensor_gamma,176,14,14,True,1.6653345369377348e-15,1.5543122344752192e-15,1.2038980923279041e-15,3.4416913763379853e-15
alphatensor_gamma,177,14,14,True,1.9984014443252818e-15,1.7763568394002505e-15,1.2212453270876722e-15,2.1094237467877974e-15
alphatensor_gamma,178,14,14,True,1.6653345369377348e-15,1.5543122344752192e-15,1.3322676295501878e-15,1.9984014443252818e-15
alphatensor_gamma,179,14,14,True,1.4432899320127035e-15,2.220446049250313e-15,1.3322676295501878e-15,2.220446049250313e-15
alphatensor_gamma,180,14,14,True,1.8318679906315083e-15,1.7763568394002505e-15,1.6653345369377348e-15,2.4424906541753444e-15
alphatensor_gamma,181,14,14,True,1.3322676295501878e-15,1.3322676295501878e-15,1.5543122344752192e-15,2.1094237467877974e-15
alphatensor_gamma,182,14,14,True,1.3322676295501878e-15,1.3322676295501878e-15,1.4988010832439613e-15,2.220446049250313e-15
alphatensor_gamma,183,14,14,True,1.3322676295501878e-15,1.3322676295501878e-15,1.5543122344752192e-15,2.9976021664879227e-15
alphatensor_gamma,184,14,14,True,1.4432899320127035e-15,8.881784197001252e-16,1.7763568394002505e-15,2.3314683517128287e-15
alphatensor_gamma,185,14,14,True,1.4432899320127035e-15,1.1102230246251565e-15,1.3322676295501878e-15,1.9984014443252818e-15
alphatensor_gamma,186,14,14,True,1.3322676295501878e-15,1.7763568394002505e-15,1.7486012637846216e-15,2.1094237467877974e-15
alphatensor_gamma,187,14,14,True,2.5396351688300456e-15,1.7763568394002505e-15,1.5543122344752192e-15,3.552713678800501e-15
alphatensor_gamma,188,14,14,True,1.9984014443252818e-15,1.887379141862766e-15,1.5543122344752192e-15,1.9984014443252818e-15
alphatensor_gamma,189,14,14,True,1.9984014443252818e-15,1.5265566588595902e-15,1.1102230246251565e-15,2.4424906541753444e-15
alphatensor_gamma,190,14,14,True,1.3322676295501878e-15,1.7763568394002505e-15,1.6653345369377348e-15,2.220446049250313e-15
alphatensor_gamma,191,14,14,True,1.7763568394002505e-15,1.3322676295501878e-15,1.609823385706477e-15,3.1086244689504383e-15
alphatensor_gamma,192,14,14,True,1.887379141862766e-15,1.609823385706477e-15,1.1102230246251565e-15,2.4424906541753444e-15
alphatensor_gamma,193,14,14,True,1.5543122344752192e-15,1.1102230246251565e-15,1.887379141862766e-15,1.887379141862766e-15
alphatensor_gamma,194,14,14,True,1.5543122344752192e-15,1.5543122344752192e-15,1.1102230246251565e-15,1.7763568394002505e-15
alphatensor_gamma,195,14,14,True,1.4432899320127035e-15,2.0886070650760757e-15,1.7763568394002505e-15,2.6645352591003757e-15
alphatensor_gamma,196,14,14,True,1.1102230246251565e-15,1.4641066137244252e-15,1.5543122344752192e-15,2.1649348980190553e-15
alphatensor_gamma,197,14,14,True,1.2212453270876722e-15,1.609823385706477e-15,2.220446049250313e-15,1.6930901125533637e-15
alphatensor_gamma,198,14,14,True,1.5543122344752192e-15,1.7208456881689926e-15,1.8106176280507924e-15,2.4980018054066022e-15
alphatensor_gamma,199,14,14,True,1.304512053934559e-15,1.7763568394002505e-15,1.3322676295501878e-15,2.6645352591003757e-15
alphatensor_gamma,200,14,14,True,1.3322676295501878e-15,1.9984014443252818e-15,1.3322676295501878e-15,3.3306690738754696e-15
alphatensor_gamma,201,14,14,True,1.887379141862766e-15,1.6653345369377348e-15,1.7763568394002505e-15,3.1086244689504383e-15
alphatensor_gamma,202,14,14,True,1.4432899320127035e-15,1.7763568394002505e-15,1.3322676295501878e-15,2.220446049250313e-15
alphatensor_gamma,203,14,14,True,1.2212453270876722e-15,1.6653345369377348e-15,1.1102230246251565e-15,1.887379141862766e-15
alphatensor_gamma,204,14,14,True,1.3322676295501878e-15,2.0920765120280294e-15,1.4432899320127035e-15,2.4424906541753444e-15
alphatensor_gamma,205,14,14,True,1.1102230246251565e-15,1.4432899320127035e-15,1.4988010832439613e-15,2.220446049250313e-15
alphatensor_gamma,206,14,14,True,1.3322676295501878e-15,1.2212453270876722e-15,1.9984014443252818e-15,2.886579864025407e-15
alphatensor_gamma,207,14,14,True,1.3322676295501878e-15,1.2212453270876722e-15,1.5543122344752192e-15,2.4424906541753444e-15
alphatensor_gamma,208,14,14,True,1.7763568394002505e-15,1.4502288259166107e-15,1.3322676295501878e-15,2.192690473634684e-15
alphatensor_gamma,209,14,14,True,1.1171619185290638e-15,1.7763568394002505e-15,1.3322676295501878e-15,2.831068712794149e-15
alphatensor_gamma,210,14,14,True,1.3322676295501878e-15,1.942890293094024e-15,1.3322676295501878e-15,2.4424906541753444e-15
alphatensor_gamma,211,14,14,True,1.5057399771478686e-15,1.1102230246251565e-15,1.4432899320127035e-15,2.220446049250313e-15
